Incident Number w/year,Year of Incident,Call (911) Problem,Type of Incident,Type  Location,Type of Property,Reporting Area,Division,Sector,Year of Occurrence,Month of Occurence,Person Involvement Type,Victim Type,Victim Gender,UCR Disposition,Modus Operandi (MO),Weapon Used,NIBRS Crime,NIBRS Crime Category,NIBRS Crime Against,Zip Code,City,State
185959-2021,2023,PSE/11V - BURG MOTOR VEH,BMV,Outdoor Area Public/Private,Motor Vehicle,1006,NORTH CENTRAL,620,2021,October,Victim,Individual,Female,Suspended,UNKNOWN SUSPECT BROKE INTO BOTH OF THE VICTIM'S VEHICLES,Handgun,THEFT FROM MOTOR VEHICLE,LARCENY/ THEFT OFFENSES,PROPERTY,75248,DALLAS,TX
052203-2019,2023,09V - UUMV,UNAUTHORIZED USE OF MOTOR VEH - AUTOMOBILE,Parking (Business),Other,4222,SOUTH CENTRAL,720,2019,March,Victim,Individual,Male,Suspended,UNK SUSP ENTERED COMPS VEHICLE W/O PERMISSION AND STOLE VEHICLE,Handgun,UUMV,MOTOR VEHICLE THEFT,PROPERTY,75216,DALLAS,TX
038908-2020,2023,09V - UUMV,UNAUTHORIZED USE OF MOTOR VEH - AUTOMOBILE,Parking Lot (Park),Motor Vehicle,2205,SOUTHEAST,330,2020,February,Victim,Individual,Male,Suspended,SUSP TOOK THE COMP CAR WITHOUT THE COMP PERMISSION.,Handgun,UUMV,MOTOR VEHICLE THEFT,PROPERTY,75217,DALLAS,TX
020915-2021,2023,11R - BURG OF RES,BURGLARY OF HABITATION -NO FORCED ENTRY,Apartment Residence,Apartment Complex/Building,9604,NORTHEAST,250,2021,February,Victim,Individual,Male,Suspended,UNK SUSP ENT COMP'S RES W/O CONSENT TOOK PROP,Handgun,BURGLARY-RESIDENCE,BURGLARY/ BREAKING & ENTERING,PROPERTY,75243,DALLAS,TX
182725-2021,2023,PSE/11V - BURG MOTOR VEH,"THEFT OF PROP (AUTO ACC) > OR EQUAL $2,500 <$30K (NOT EMP) PC31.03(e4A)",Single Family Residence - Occupied,Motor Vehicle,1172,NORTHEAST,230,2021,October,Victim,Individual,Male,Suspended,UNK SUSPECT STOLE THE TAILGATE OFF HIS PICK UP TRUCK W/O CONSENT,Handgun,THEFT OF MOTOR VEHICLE PARTS OR ACCESSORIES,LARCENY/ THEFT OFFENSES,PROPERTY,75218,DALLAS,TX
079172-2018,2023,11V - BURG MOTOR VEH,BMV,Apartment Parking Lot,Parking Lot,9604,NORTHEAST,250,2018,April,Victim,Individual,Female,Suspended,UNK SUSPECT ENTERED COMP'S VEHICLE AND TOOK PROP WITHOUT CONSENT,Handgun,THEFT FROM MOTOR VEHICLE,LARCENY/ THEFT OFFENSES,PROPERTY,75243,DALLAS,TX
231352-2020,2023,09V - UUMV,UNAUTHORIZED USE OF MOTOR VEH - AUTOMOBILE,Gas or Service Station,Other,4228,SOUTH CENTRAL,710,2020,December,Victim,Individual,Male,Suspended,UNKNOWN SUSP TOOK COMP VEHICLE,Handgun,UUMV,MOTOR VEHICLE THEFT,PROPERTY,75216,DALLAS,TX
048327-2020,2023,11R/01 - BURG OF RES,BURGLARY OF HABITATION - FORCED ENTRY,Apartment Residence,Apartment Complex/Building,1042,NORTHEAST,250,2020,March,Victim,Individual,Male,Suspended,UNK SUSP TOOK COMPS PROPERTY,Handgun,BURGLARY-RESIDENCE,BURGLARY/ BREAKING & ENTERING,PROPERTY,75243,DALLAS,TX
203104-2019,2023,09V - UUMV,UNAUTHORIZED USE OF MOTOR VEH - AUTOMOBILE,Parking Lot (All Others),Motor Vehicle,1061,NORTH CENTRAL,650,2019,October,Registered Owner,Individual,Male,CBA (Over Age 17),UNKNOWN SUSPECT TOOK COMP'S VEHICLE WITHOUT CONSENT,Handgun,UUMV,MOTOR VEHICLE THEFT,PROPERTY,75230,DALLAS,TX
087624-2022,2023,11R/01 - BURG OF RES,THEFT OF PROP <$100 - OTHER THAN SHOPLIFT,Single Family Residence - Occupied,Residential Property Occupied/Vacant,1216,SOUTHEAST,310,2022,May,Victim,Individual,Female,Suspended,UNK SUSP STOLE A LOCK,Handgun,ALL OTHER LARCENY,LARCENY/ THEFT OFFENSES,PROPERTY,75227,DALLAS,TX
151060-2019,2023,11R - BURG OF RES,BURGLARY OF HABITATION - FORCED ENTRY,Apartment Residence,Apartment Complex/Building,4360,SOUTH CENTRAL,740,2019,July,Victim,Individual,Female,Suspended,"UNKN SUSP(S) FORCED ENTRY IN COMP'S RESIDENCE, TOOK PROPERTY.",Handgun,BURGLARY-RESIDENCE,BURGLARY/ BREAKING & ENTERING,PROPERTY,75237,DALLAS,TX
143564-2021,2023,11R/01 - BURG OF RES,BURGLARY OF HABITATION - FORCED ENTRY,Single Family Residence - Occupied,Other,1166,NORTHEAST,230,2021,August,Victim,Individual,Male,Suspended,UNK SUSP BROKE INTO COMPS HOME AND STOLE PROPERTY,Handgun,BURGLARY-RESIDENCE,BURGLARY/ BREAKING & ENTERING,PROPERTY,75214,DALLAS,TX
057105-2019,2023,11V - BURG MOTOR VEH,BMV,Apartment Parking Lot,Parking Lot,3067,NORTHWEST,520,2019,March,Victim,Individual,Male,Suspended,UNKNOWN SUSP ENTERED COMPS VEHICLE AND TOOK PROP W/O PERMISSION,Handgun,THEFT FROM MOTOR VEHICLE,LARCENY/ THEFT OFFENSES,PROPERTY,75220,DALLAS,TX
131281-2020,2023,11V - BURG MOTOR VEH,BMV,Hotel/Motel/ETC,Motor Vehicle,4521,NORTH CENTRAL,640,2020,July,Victim,Individual,Male,Suspended,SUSP ENTER COMP'S VEHICLE AND TOOK PROPERTY W/OUT CONSENT,Handgun,THEFT FROM MOTOR VEHICLE,LARCENY/ THEFT OFFENSES,PROPERTY,75251,DALLAS,TX
188494-2020,2023,09V - UUMV,UNAUTHORIZED USE OF MOTOR VEH - AUTOMOBILE,Outdoor Area Public/Private,Outdoor Area Public/Private,1244,SOUTHEAST,320,2020,October,Victim,Individual,Female,Suspended,UNKNOWN SUSPECT TOOK COMP'S VEHICLE WITHOUT PERMISSION,Handgun,UUMV,MOTOR VEHICLE THEFT,PROPERTY,75227,DALLAS,TX
025741-2019,2023,09V - UUMV,UNAUTHORIZED USE OF MOTOR VEH - TRUCK OR BUS,Single Family Residence - Occupied,Other,1238,SOUTHEAST,320,2019,February,Registered Owner,Individual,Male,Suspended,UNKNOWN SUSPECT TOOK TRUCK AND TRAILER FROM FRONT OF COMP HOME,Handgun,UUMV,MOTOR VEHICLE THEFT,PROPERTY,75227,DALLAS,TX
125233-2021,2023,PSE/09 - THEFT,"THEFT OF PROP (AUTO ACC) > OR EQUAL $750 <$2,500 (NOT EMP) PC31.03 (e3)",Parking (Business),Motor Vehicle,4528,NORTHEAST,210,2021,July,Victim,Individual,Male,Suspended,UNK SUSPS REMOVED CATALYTIC CONVERTER FROM VICTIM'S VEHICLE,Handgun,THEFT OF MOTOR VEHICLE PARTS OR ACCESSORIES,LARCENY/ THEFT OFFENSES,PROPERTY,75231,DALLAS,TX
140069-2022,2023,09V - UUMV,UNAUTHORIZED USE OF MOTOR VEH - AUTOMOBILE,Parking (Business),Parking Lot,1217,SOUTHEAST,310,2022,August,Registered Owner,Individual,Male,Suspended,UNKNOWN SUSPEC TOOK COMP VEHICLE,Handgun,UUMV,MOTOR VEHICLE THEFT,PROPERTY,75228,DALLAS,TX
138648-2022,2023,PSE/11V - BURG MOTOR VEH,"CRIM MISCHIEF >OR EQUAL $750 < $2,500",Apartment Parking Lot,Motor Vehicle,2010,CENTRAL,120,2022,July,Victim,Individual,Male,Suspended,UNK SUSPRCT DAMAGED WINDOW & TRUCK BED COVER WITHOUT CONSENT,Handgun,DESTRUCTION/ DAMAGE/ VANDALISM OF PROPERTY,DESTRUCTION/ DAMAGE/ VANDALISM OF PROPERTY,PROPERTY,75204,DALLAS,TX
165646-2021,2023,41/09 - THEFT - IN PROGRESS,"THEFT OF PROP > OR EQUAL $750 <$2,500 (NOT SHOPLIFT) PC31.03(e3)",Single Family Residence - Vacant,Residential Property Occupied/Vacant,3050,NORTHWEST,520,2021,September,Victim,Individual,Male,CBA (Over Age 17),KNOWN SUSP TOOK COMPS PROP WITHOUT CONSENT.,Handgun,ALL OTHER LARCENY,LARCENY/ THEFT OFFENSES,PROPERTY,75220,DALLAS,TX
200367-2021,2023,PSE/11V - BURG MOTOR VEH,"THEFT OF PROP (AUTO ACC) > OR EQUAL $750 <$2,500 (NOT EMP) PC31.03 (e3)",Apartment Parking Lot,Motor Vehicle,2026,CENTRAL,150,2021,November,Victim,Individual,Male,Suspended,UNK SUSP STOLE THE CATALYTIC CONVERTER FROM VEHICLE W/O CONSENT.,Handgun,THEFT OF MOTOR VEHICLE PARTS OR ACCESSORIES,LARCENY/ THEFT OFFENSES,PROPERTY,75204,DALLAS,TX
080441-2021,2023,09V - UUMV,UNAUTHORIZED USE OF MOTOR VEH - TRUCK OR BUS,Parking (Business),Parking Lot,1164,CENTRAL,140,2021,May,Victim,Individual,Male,Suspended,AN UNKNOWN SUSPECT TOOK THE VICTIM'S VEHICLE WITHOUT CONSENT.,Handgun,UUMV,MOTOR VEHICLE THEFT,PROPERTY,75206,DALLAS,TX
180730-2021,2023,PSE/09 - THEFT,"THEFT OF PROP (AUTO ACC) > OR EQUAL $2,500 <$30K (NOT EMP) PC31.03(e4A)",Outdoor Area Public/Private,Motor Vehicle,3017,NORTHWEST,550,2021,October,Victim,Individual,Male,Suspended,UNKN SUSP REMOVED TAILGATE WITH TAILLIGHTS FROM FORD F250,Handgun,THEFT OF MOTOR VEHICLE PARTS OR ACCESSORIES,LARCENY/ THEFT OFFENSES,PROPERTY,75229,DALLAS,TX
210366-2019,2023,11R - BURG OF RES,"THEFT OF PROP > OR EQUAL $2,500 <$30K (NOT SHOPLIFT) PC31.03(e4A)",Apartment Residence,None,2005,CENTRAL,140,2019,October,Victim,Individual,Male,Suspended,SUSPECT TOOK PROPERTY WITHOUT CONSENT FROM COMP,Handgun,ALL OTHER LARCENY,LARCENY/ THEFT OFFENSES,PROPERTY,75204,DALLAS,TX
192629-2021,2023,11V - BURG MOTOR VEH,BMV,Parking (Business),Parking Lot,2202,SOUTHEAST,330,2021,October,Victim,Individual,Female,Suspended,UNK SUSP ENTERED COMPS VEH AN TOOK PROPERTY WITHOUT CONSENT.,Handgun,THEFT FROM MOTOR VEHICLE,LARCENY/ THEFT OFFENSES,PROPERTY,75217,DALLAS,TX
142224-2021,2023,09V - UUMV,UNAUTHORIZED USE OF MOTOR VEH - AUTOMOBILE,Condominium/Townhome Parking,Apartment Complex/Building,9605,NORTHEAST,250,2021,August,Victim,Individual,Female,Suspended,UNKNOWN SUSP TOOK COMP'S VEH WITHOUT PERMISSION.,Handgun,UUMV,MOTOR VEHICLE THEFT,PROPERTY,75243,DALLAS,TX
178257-2021,2023,PSE/09 - THEFT,"THEFT OF PROP (AUTO ACC) > OR EQUAL $750 <$2,500 (NOT EMP) PC31.03 (e3)",Parking (Business),Motor Vehicle,1133,NORTHEAST,230,2021,September,Victim,Individual,Male,Suspended,UNKN SUSP DAMAGED THE VEHICLE,Handgun,THEFT OF MOTOR VEHICLE PARTS OR ACCESSORIES,LARCENY/ THEFT OFFENSES,PROPERTY,75218,DALLAS,TX
083774-2021,2023,11V - BURG MOTOR VEH,BMV,Apartment Parking Lot,Apartment Complex/Building,1021,NORTH CENTRAL,640,2021,May,Victim,Individual,Female,Suspended,"UNK SUSP BROKE WIN W/UNK TOOL,ENT COMPS VEH W/O CON",Handgun,THEFT FROM MOTOR VEHICLE,LARCENY/ THEFT OFFENSES,PROPERTY,75240,DALLAS,TX
028418-2019,2023,09V - UUMV,UNAUTHORIZED USE OF MOTOR VEH - AUTOMOBILE,Apartment Parking Lot,Motor Vehicle,1243,SOUTHEAST,320,2019,February,Victim,Individual,Female,Suspended,UNK SUSP STOLETHE COMPS DODGE JOURNEY,Handgun,UUMV,MOTOR VEHICLE THEFT,PROPERTY,75227,DALLAS,TX
131199-2021,2023,PSE/11V - BURG MOTOR VEH,BMV,Apartment Parking Lot,Motor Vehicle,1180,NORTHEAST,220,2021,July,Victim,Individual,Female,Suspended,UNKN SUSP ENTERED LOCKED VEHICLE WITHOUT DAMAGE REMOVED ITEMS,Handgun,THEFT FROM MOTOR VEHICLE,LARCENY/ THEFT OFFENSES,PROPERTY,75228,DALLAS,TX
084780-2021,2023,09V - UUMV,UNAUTHORIZED USE OF MOTOR VEH - AUTOMOBILE,Apartment Parking Lot,Motor Vehicle,4424,NORTHEAST,250,2021,May,Victim,Individual,Female,Suspended,UNK SUSP TOOK COMPS VEHICLE WITHOUT CONSENT,Handgun,UUMV,MOTOR VEHICLE THEFT,PROPERTY,75243,DALLAS,TX
228803-2021,2023,PSE/09 - THEFT,"THEFT OF PROP (AUTO ACC) > OR EQUAL $750 <$2,500 (NOT EMP) PC31.03 (e3)",Outdoor Area Public/Private,Motor Vehicle,6009,NORTH CENTRAL,620,2021,December,Victim,Individual,Male,Suspended,UNKN SUSP REMOVED TAIL LIGHTS FROM 2020 FORD F-150,Handgun,THEFT OF MOTOR VEHICLE PARTS OR ACCESSORIES,LARCENY/ THEFT OFFENSES,PROPERTY,75248,DALLAS,TX
195312-2019,2023,09V - UUMV,UNAUTHORIZED USE OF MOTOR VEH - AUTOMOBILE,"Highway, Street, Alley ETC",Motor Vehicle,2040,CENTRAL,120,2019,September,Victim,Individual,Male,Suspended,UNK SUSP TOOK COMP VEH W/O CONSENT.,Handgun,UUMV,MOTOR VEHICLE THEFT,PROPERTY,75201,DALLAS,TX
233730-2021,2023,PSE/11V - BURG MOTOR VEH,BMV,Outdoor Area Public/Private,Motor Vehicle,4552,NORTHWEST,530,2021,December,Victim,Individual,Male,Suspended,UNK SUSP BROKE THE FRONT PASSENGER WINDOW AND REMOVED PROPERTY.,Handgun,THEFT FROM MOTOR VEHICLE,LARCENY/ THEFT OFFENSES,PROPERTY,75220,DALLAS,TX
137316-2022,2023,11R/01 - BURG OF RES,BURGLARY OF BUILDING - NO FORCED ENTRY,Single Family Residence - Vacant,Residential Property Occupied/Vacant,4271,SOUTH CENTRAL,720,2022,July,Victim,Individual,Male,Suspended,SUSPECT TOOK COMPS PROPERTY WITHOUT CONSENT.,Handgun,BURGLARY-BUSINESS,BURGLARY/ BREAKING & ENTERING,PROPERTY,75216,DALLAS,TX
062163-2021,2023,PSE/11V - BURG MOTOR VEH,UNAUTHORIZED USE OF MOTOR VEH - (ATT) AUTOMOBILE,"Highway, Street, Alley ETC",Other,2001,CENTRAL,120,2021,April,Victim,Individual,Male,Suspended,UNK SUSP ATTEMPTED TO TAKE COMP VEH W/OUT CONSENT. NFI,Handgun,UUMV,MOTOR VEHICLE THEFT,PROPERTY,75204,DALLAS,TX
242807-2018,2023,09V - UUMV,UNAUTHORIZED USE OF MOTOR VEH - AUTOMOBILE,Condominium/Townhome Parking,Apartment Complex/Building,1004,NORTH CENTRAL,620,2018,November,Victim,Individual,Male,Suspended,UNK SUSP TOOK COMPS VEHICLE W/OUT CONSENT.,Handgun,UUMV,MOTOR VEHICLE THEFT,PROPERTY,75248,DALLAS,TX
064675-2021,2023,11V - BURG MOTOR VEH,UNAUTHORIZED USE OF MOTOR VEH - (ATT) AUTOMOBILE,Parking (Business),Motor Vehicle,3113,NORTHWEST,540,2021,April,Victim,Individual,Male,Suspended,UNK SUSP'S ATT TO TAKE COMP'S VEHICLE W/O PERMISSION.,Handgun,UUMV,MOTOR VEHICLE THEFT,PROPERTY,75235,DALLAS,TX
223587-2019,2023,09V - UUMV,UNAUTHORIZED USE OF MOTOR VEH - TRUCK OR BUS,Apartment Parking Lot,Parking Lot,4191,SOUTHWEST,440,2019,November,Victim,Individual,Male,Suspended,UNK SUSP UNK MEANS STOLE COMP'S PU TRUCK W/OUT CONSENT,Handgun,UUMV,MOTOR VEHICLE THEFT,PROPERTY,75224,DALLAS,TX
197258-2021,2023,PSE/11V - BURG MOTOR VEH,BMV,Outdoor Area Public/Private,Motor Vehicle,3025,NORTHWEST,530,2021,October,Victim,Individual,Male,Suspended,UNK SUSP ENTERED VICT'S VEH AND TOOK PROPERTY,Handgun,THEFT FROM MOTOR VEHICLE,LARCENY/ THEFT OFFENSES,PROPERTY,75229,DALLAS,TX
061176-2020,2023,PSE/09 - THEFT,THEFT OF PROP (AUTO ACC) <$100 - (NOT EMP),Parking (Business),Parking Lot,4521,NORTH CENTRAL,640,2020,April,Victim,Individual,Male,Suspended,UNK SUSP TOOK COMPS LICENSE PLATE AT UNK TIME.,Handgun,THEFT OF MOTOR VEHICLE PARTS OR ACCESSORIES,LARCENY/ THEFT OFFENSES,PROPERTY,75240,DALLAS,TX
162534-2021,2023,PSE/11V - BURG MOTOR VEH,BMV,Apartment Parking Lot,Motor Vehicle,1030,NORTHEAST,250,2021,September,Victim,Individual,Female,Suspended,UNK SUSPECT TOOK COMP PROPERTY FROM VEHICLE,Handgun,THEFT FROM MOTOR VEHICLE,LARCENY/ THEFT OFFENSES,PROPERTY,75243,DALLAS,TX
142186-2022,2023,PSE/11V - BURG MOTOR VEH,BMV,"Highway, Street, Alley ETC",Motor Vehicle,2001,CENTRAL,120,2022,August,Victim,Individual,Female,Suspended,MALE SUSP ENTERED COMP'S VEH AND TOOK PROPERTY,Handgun,THEFT FROM MOTOR VEHICLE,LARCENY/ THEFT OFFENSES,PROPERTY,75204,DALLAS,TX
221385-2021,2023,PSE/09 - THEFT,"THEFT OF PROP (AUTO ACC) > OR EQUAL $750 <$2,500 (NOT EMP) PC31.03 (e3)",Apartment Parking Lot,Motor Vehicle,6006,NORTH CENTRAL,610,2021,December,Victim,Individual,Male,Suspended,UNKN SUSP REMOVED AUTO PART FROM UNDER MITSUBISHI W/O PERMISSION,Handgun,THEFT OF MOTOR VEHICLE PARTS OR ACCESSORIES,LARCENY/ THEFT OFFENSES,PROPERTY,75287,DALLAS,TX
072059-2022,2023,PSE/11V - BURG MOTOR VEH,BMV,Outdoor Area Public/Private,Motor Vehicle,1158,CENTRAL,120,2022,April,Victim,Individual,Female,Suspended,"UNKN SUSP SHATTERED REAR WINDOW TO VEHICLE, TAKING PROPERTY",Handgun,THEFT FROM MOTOR VEHICLE,LARCENY/ THEFT OFFENSES,PROPERTY,75205,DALLAS,TX
200158-2021,2023,11V - BURG MOTOR VEH,BMV,Apartment Parking Lot,Parking Lot,1177,NORTHEAST,220,2021,November,Victim,Individual,Male,Suspended,SUSP BROKE INTO COMPS VEHICLE AND TOOK PROPERTY WITHOUT PERMISSIO,Handgun,THEFT FROM MOTOR VEHICLE,LARCENY/ THEFT OFFENSES,PROPERTY,75228,DALLAS,TX
190041-2021,2023,PSE/11V - BURG MOTOR VEH,"THEFT OF PROP (AUTO ACC) > OR EQUAL $750 <$2,500 (NOT EMP) PC31.03 (e3)",Apartment Parking Lot,Motor Vehicle,2066,CENTRAL,150,2021,October,Victim,Individual,Female,Suspended,UNKN SUSP REMOVED AUTO PART FROM UNDER ACURA TL,Handgun,THEFT OF MOTOR VEHICLE PARTS OR ACCESSORIES,LARCENY/ THEFT OFFENSES,PROPERTY,75226,DALLAS,TX
069026-2017,2023,11V - BURG MOTOR VEH,BMV (OF AUTO ACCESSORY) (P.C. 30.04(A)),Parking Lot (All Others),Parking Lot,4360,SOUTH CENTRAL,740,2017,March,Victim,Individual,Female,Suspended,SUSP TOOK COMP'S 3RD ROW SEAT TO HER CADILLAC ESCALADE,Other,THEFT OF MOTOR VEHICLE PARTS OR ACCESSORIES,LARCENY/ THEFT OFFENSES,PROPERTY,75237,DALLAS,TX
049698-2021,2023,09V - UUMV,UNAUTHORIZED USE OF MOTOR VEH - TRUCK OR BUS,Outdoor Area Public/Private,Motor Vehicle,4119,SOUTHWEST,410,2021,March,Victim,Individual,Male,Suspended,UNKNOWN SUSPECT TOOK COMP VEHICLE WITHOUT CONSENT,Handgun,UUMV,MOTOR VEHICLE THEFT,PROPERTY,75208,DALLAS,TX
165337-2021,2023,PSE/11V - BURG MOTOR VEH,BMV,"Highway, Street, Alley ETC",Motor Vehicle,4136,SOUTHWEST,440,2021,September,Victim,Individual,Female,Suspended,UNK SUSP ENTERED COMP'S VEH'S AND REMOVED PROPERTY W/O PERMISSION,Handgun,THEFT FROM MOTOR VEHICLE,LARCENY/ THEFT OFFENSES,PROPERTY,75211,DALLAS,TX
150077-2022,2023,20 - ROBBERY,ROBBERY OF INDIVIDUAL (AGG),Gambling Facility/Casino/Race Track,Other,9608,NORTHEAST,250,2022,August,Victim,Individual,Female,Suspended,UNK SUSPECTS POINTED FIREARM AT COMP AND ATTEMPTED TO TAKE PROPET,Handgun,ROBBERY-INDIVIDUAL,ROBBERY,PROPERTY,75243,DALLAS,TX
164649-2021,2023,PSE/11V - BURG MOTOR VEH,BMV,Parking (Business),Motor Vehicle,3025,NORTHWEST,530,2021,September,Victim,Individual,Female,Suspended,UNK SUSP SHATTERED VEH WINDOW & REMOVED PROPERTY W/O PERMISSION.,Handgun,THEFT FROM MOTOR VEHICLE,LARCENY/ THEFT OFFENSES,PROPERTY,75229,DALLAS,TX
207438-2017,2023,20R - ROBBERY (REPORT)+1HR,ROBBERY OF INDIVIDUAL,Convenience Store,Parking Lot,4100,SOUTHWEST,410,2017,September,Victim,Individual,Male,Suspended,UNK SUSP PUNCHED COMP IN FACE AND TOOK PROPERTY,Personal Weapons (Hands-Feet ETC),ROBBERY-INDIVIDUAL,ROBBERY,PROPERTY,75203,DALLAS,TX
185462-2021,2023,09V - UUMV,UNAUTHORIZED USE OF MOTOR VEH - AUTOMOBILE,Apartment Parking Lot,Motor Vehicle,1090,NORTHEAST,230,2021,October,Registered Owner,Individual,Female,Suspended,UNK SUSP TOOK COMP'S VEH W/O CONSENT.,Handgun,UUMV,MOTOR VEHICLE THEFT,PROPERTY,75238,DALLAS,TX
005588-2019,2023,09V - UUMV,UNAUTHORIZED USE OF MOTOR VEH - AUTOMOBILE,Apartment Parking Lot,Motor Vehicle,1030,NORTHEAST,250,2019,January,Victim,Individual,Male,Suspended,UNK SUSP(S) STOLE COMPL'S LISTED VEH. BY UNK MEANS.,Handgun,UUMV,MOTOR VEHICLE THEFT,PROPERTY,75243,DALLAS,TX
118259-2020,2023,PSE/11V - BURG MOTOR VEH,UNAUTHORIZED USE OF MOTOR VEH - (ATT) TRUCK OR BUS,Apartment Parking Lot,Parking Lot,1184,CENTRAL,140,2020,July,Victim,Individual,Male,Suspended,SUSPECT ATTEMPTED TO TAKE THE COMP'S VEHICLE,Handgun,UUMV,MOTOR VEHICLE THEFT,PROPERTY,75206,DALLAS,TX
209263-2021,2023,PSE/09 - THEFT,"THEFT OF PROP (AUTO ACC) > OR EQUAL $750 <$2,500 (NOT EMP) PC31.03 (e3)",Outdoor Area Public/Private,Motor Vehicle,3036,NORTHWEST,550,2021,November,Victim,Individual,Male,Suspended,UNKNOWN SUSPECT REMOVED VEHICLE ACCESSORIES FRM TRUCK W/O CONSENT,Handgun,THEFT OF MOTOR VEHICLE PARTS OR ACCESSORIES,LARCENY/ THEFT OFFENSES,PROPERTY,75229,DALLAS,TX
122619-2020,2023,09V - UUMV,UNAUTHORIZED USE OF MOTOR VEH - TRUCK OR BUS,"Highway, Street, Alley ETC",Motor Vehicle,1090,NORTHEAST,230,2020,July,Victim,Individual,Female,Suspended,UUMV,Handgun,UUMV,MOTOR VEHICLE THEFT,PROPERTY,75238,DALLAS,TX
170819-2020,2023,09V - UUMV,UNAUTHORIZED USE OF MOTOR VEH - AUTOMOBILE,Condominium/Townhome Parking,Motor Vehicle,1013,NORTH CENTRAL,630,2020,September,Victim,Individual,Male,Suspended,UNKN SUSP TOOK COMP'S VEHICLE W/O CONSENT,Handgun,UUMV,MOTOR VEHICLE THEFT,PROPERTY,75254,DALLAS,TX
151291-2021,2023,11V - BURG MOTOR VEH,BMV,Parking (Business),Motor Vehicle,4362,SOUTH CENTRAL,740,2021,August,Victim,Individual,Male,Suspended,UNK SUSPECT WENT INTO COMPS VEHICLE AND TOOK HANDGUN W/O CONSENT,Handgun,THEFT FROM MOTOR VEHICLE,LARCENY/ THEFT OFFENSES,PROPERTY,75232,DALLAS,TX
099482-2019,2023,09V - UUMV,UNAUTHORIZED USE OF MOTOR VEH - TRUCK OR BUS,Apartment Residence,Apartment Complex/Building,6037,NORTHEAST,250,2019,May,Victim,Individual,Male,Suspended,VIC UNK SUSP TOOK VEH W/O PERMISSION,Handgun,UUMV,MOTOR VEHICLE THEFT,PROPERTY,75243,DALLAS,TX
130589-2021,2023,09V - UUMV,UNAUTHORIZED USE OF MOTOR VEH - AUTOMOBILE,Parking (Business),Motor Vehicle,3077,NORTHWEST,510,2021,July,Registered Owner,Individual,Female,Suspended,SUSP TOOK COMPS VEHICLE W/O CONSENT,Handgun,UUMV,MOTOR VEHICLE THEFT,PROPERTY,75247,DALLAS,TX
199683-2021,2023,PSE/09 - THEFT,"THEFT OF PROP (AUTO ACC) > OR EQUAL $2,500 <$30K (NOT EMP) PC31.03(e4A)",Apartment Parking Lot,Motor Vehicle,1061,NORTH CENTRAL,650,2021,November,Victim,Individual,Male,Suspended,UNK SUSP STOLE THE CATALYTIC CONVERTER FRM TRUCK WITH OUT CONSENT,Handgun,THEFT OF MOTOR VEHICLE PARTS OR ACCESSORIES,LARCENY/ THEFT OFFENSES,PROPERTY,75230,DALLAS,TX
118220-2021,2023,09V - UUMV,UNAUTHORIZED USE OF MOTOR VEH - AUTOMOBILE,"Highway, Street, Alley ETC",Motor Vehicle,4227,SOUTH CENTRAL,710,2021,July,Victim,Individual,Male,Suspended,UNK SUSP TOOK COMPS VEH W/O CONSENT,Handgun,UUMV,MOTOR VEHICLE THEFT,PROPERTY,75216,DALLAS,TX
171154-2020,2023,09V-01 UUMV JUST OCRD,UNAUTHORIZED USE OF MOTOR VEH - AUTOMOBILE,Parking (Business),Parking Lot,2011,CENTRAL,150,2020,September,Victim,Individual,Male,Suspended,UNKNOWN SUSPECT TOOK VICTIM'S RUNNING VEHICLE WITHOUT CONSENT.,Handgun,UUMV,MOTOR VEHICLE THEFT,PROPERTY,75204,DALLAS,TX
148074-2021,2023,09V - UUMV,UNAUTHORIZED USE OF MOTOR VEH - AUTOMOBILE,Apartment Complex/Building,Motor Vehicle,1084,NORTHEAST,210,2021,August,Victim,Individual,Male,Suspended,UNKNOWN SUSPECT TOOK COMP VEHICLE WITHOUT CONSENT,Handgun,UUMV,MOTOR VEHICLE THEFT,PROPERTY,75231,DALLAS,TX
168751-2021,2023,PSE/09 - THEFT,THEFT OF PROP <$100 - OTHER THAN SHOPLIFT,Outdoor Area Public/Private,Other,4435,SOUTHEAST,350,2021,September,Victim,Individual,Female,Suspended,UNKNOWN SUSPECT REMOVED BIKE FROM BACKYARD WITHOUT CONSENT,Handgun,ALL OTHER LARCENY,LARCENY/ THEFT OFFENSES,PROPERTY,75253,DALLAS,TX
203569-2021,2023,PSE/09 - THEFT,THEFT OF PROP (AUTO ACC) > OR EQUAL $100 <$750 (NOT EMP)PC31.03(e2A),"Highway, Street, Alley ETC",Motor Vehicle,4346,SOUTH CENTRAL,740,2021,November,Victim,Individual,Male,Suspended,UNKNOWN SUSPECT REMOVED TAILGATE FROM VEHICLE WITHOUT CONSENT,Handgun,THEFT OF MOTOR VEHICLE PARTS OR ACCESSORIES,LARCENY/ THEFT OFFENSES,PROPERTY,75232,DALLAS,TX
188007-2021,2023,PSE/11V - BURG MOTOR VEH,BMV,Parking Lot (All Others),Motor Vehicle,2078,CENTRAL,150,2021,October,Victim,Individual,Female,Suspended,UNK SUSP ENTERED VEH AND REMOVED PROPERTY W/O PERMISSION.,Handgun,THEFT FROM MOTOR VEHICLE,LARCENY/ THEFT OFFENSES,PROPERTY,75226,DALLAS,TX
